"operator_name"	"date"	"average_oil_volume"
"2133"	"\"FIRST ROCK, INC.\""	2010-12-01	401
"2134"	"\"FIRST ROCK, INC.\""	2011-01-01	432.5
"2135"	"\"FIRST ROCK, INC.\""	2011-02-01	406.5
"2136"	"\"FIRST ROCK, INC.\""	2011-03-01	289.5
"2137"	"\"FIRST ROCK, INC.\""	2011-04-01	350.5
"2138"	"\"FIRST ROCK, INC.\""	2011-05-01	289
"2139"	"\"FIRST ROCK, INC.\""	2011-06-01	295.5
"2140"	"\"FIRST ROCK, INC.\""	2011-07-01	146
"2141"	"\"FIRST ROCK, INC.\""	2011-08-01	209
"2142"	"\"FIRST ROCK, INC.\""	2011-09-01	274.5
"2143"	"\"FIRST ROCK, INC.\""	2011-10-01	224
"2144"	"\"FIRST ROCK, INC.\""	2011-11-01	245
"2145"	"\"FIRST ROCK, INC.\""	2011-12-01	281.5
"2146"	"\"FIRST ROCK, INC.\""	2012-01-01	267
"2147"	"\"FIRST ROCK, INC.\""	2012-02-01	223.5
"2148"	"\"FIRST ROCK, INC.\""	2012-03-01	197.5
"2149"	"\"FIRST ROCK, INC.\""	2012-04-01	211
"2150"	"\"FIRST ROCK, INC.\""	2012-05-01	211
"2151"	"\"FIRST ROCK, INC.\""	2012-06-01	194
"2152"	"\"FIRST ROCK, INC.\""	2012-07-01	195
"2153"	"\"FIRST ROCK, INC.\""	2012-08-01	189.5
"2154"	"\"FIRST ROCK, INC.\""	2012-09-01	187
"2155"	"\"FIRST ROCK, INC.\""	2012-10-01	357.5
"2156"	"\"FIRST ROCK, INC.\""	2012-11-01	324
"2157"	"\"FIRST ROCK, INC.\""	2012-12-01	193.5
"2158"	"\"FIRST ROCK, INC.\""	2013-01-01	564.5
"2159"	"\"FIRST ROCK, INC.\""	2013-02-01	46.5
"2160"	"\"FIRST ROCK, INC.\""	2013-03-01	119.5
"2161"	"\"FIRST ROCK, INC.\""	2013-04-01	441.5
"2162"	"\"FIRST ROCK, INC.\""	2013-05-01	392
"2163"	"\"FIRST ROCK, INC.\""	2013-06-01	315
"2164"	"\"FIRST ROCK, INC.\""	2013-07-01	323
"2165"	"\"FIRST ROCK, INC.\""	2013-08-01	274.5
"2166"	"\"FIRST ROCK, INC.\""	2013-09-01	262.5
"2167"	"\"FIRST ROCK, INC.\""	2014-01-01	399.5
"2168"	"\"FIRST ROCK, INC.\""	2014-02-01	407
"2169"	"\"FIRST ROCK, INC.\""	2014-03-01	368.5
"2170"	"\"FIRST ROCK, INC.\""	2014-05-01	626
"2171"	"\"FIRST ROCK, INC.\""	2014-07-01	531
"2172"	"\"FIRST ROCK, INC.\""	2014-08-01	239.5
"2173"	"\"FIRST ROCK, INC.\""	2014-09-01	256.5
"2174"	"\"FIRST ROCK, INC.\""	2014-10-01	220
"2175"	"\"FIRST ROCK, INC.\""	2014-12-01	229
"2176"	"\"FIRST ROCK, INC.\""	2015-01-01	518
"2177"	"\"FIRST ROCK, INC.\""	2015-02-01	255
"2178"	"\"FIRST ROCK, INC.\""	2015-03-01	268.5
"2179"	"\"FIRST ROCK, INC.\""	2015-04-01	210.5
"2180"	"\"FIRST ROCK, INC.\""	2015-06-01	448.5
"2181"	"\"FIRST ROCK, INC.\""	2015-07-01	30
"2182"	"\"FIRST ROCK, INC.\""	2015-09-01	0
"2183"	"\"FIRST ROCK, INC.\""	2015-10-01	0
"2184"	"\"GAMBIT RESOURCES, INC.\""	2013-10-01	1329
"2185"	"\"GAMBIT RESOURCES, INC.\""	2013-11-01	503
"2186"	"\"GAMBIT RESOURCES, INC.\""	2013-12-01	521
"2187"	"\"GAMBIT RESOURCES, INC.\""	2014-01-01	291
"2188"	"\"GAMBIT RESOURCES, INC.\""	2014-02-01	701
"2189"	"\"GAMBIT RESOURCES, INC.\""	2014-03-01	501
"2190"	"\"GAMBIT RESOURCES, INC.\""	2014-04-01	378
"2191"	"\"GAMBIT RESOURCES, INC.\""	2014-05-01	279
"2192"	"\"GARZACO OPERATING, LLC\""	2007-12-01	0
"2193"	"\"GARZACO OPERATING, LLC\""	2008-01-01	0
"2194"	"\"GARZACO OPERATING, LLC\""	2008-02-01	0
"2195"	"\"GARZACO OPERATING, LLC\""	2008-05-01	0
"2196"	"\"GARZACO OPERATING, LLC\""	2008-06-01	0
"2197"	"\"GARZACO OPERATING, LLC\""	2008-07-01	0
"2198"	"\"GARZACO OPERATING, LLC\""	2008-08-01	0
"2199"	"\"GARZACO OPERATING, LLC\""	2008-09-01	0
"2200"	"\"GARZACO OPERATING, LLC\""	2008-10-01	0
"2201"	"\"GARZACO OPERATING, LLC\""	2008-11-01	0
"2202"	"\"GARZACO OPERATING, LLC\""	2008-12-01	0
"2203"	"\"GARZACO OPERATING, LLC\""	2009-01-01	0
"2204"	"\"GARZACO OPERATING, LLC\""	2009-02-01	0
"2205"	"\"GARZACO OPERATING, LLC\""	2009-03-01	0
"2206"	"\"GARZACO OPERATING, LLC\""	2009-04-01	0
"2207"	"\"GARZACO OPERATING, LLC\""	2009-05-01	0
"2208"	"\"GARZACO OPERATING, LLC\""	2009-06-01	0
"2209"	"\"GARZACO OPERATING, LLC\""	2009-07-01	0
"2210"	"\"GARZACO OPERATING, LLC\""	2009-08-01	0
"2211"	"\"GARZACO OPERATING, LLC\""	2009-09-01	0
"2212"	"\"GARZACO OPERATING, LLC\""	2009-10-01	0
"2213"	"\"GARZACO OPERATING, LLC\""	2009-11-01	0
"2214"	"\"GARZACO OPERATING, LLC\""	2009-12-01	0
"2215"	"\"GARZACO OPERATING, LLC\""	2010-01-01	0
"2216"	"\"GARZACO OPERATING, LLC\""	2010-02-01	0
"2217"	"\"GARZACO OPERATING, LLC\""	2010-03-01	0
"2218"	"\"GARZACO OPERATING, LLC\""	2010-04-01	0
"2219"	"\"GARZACO OPERATING, LLC\""	2010-05-01	0
"2220"	"\"GARZACO OPERATING, LLC\""	2010-06-01	0
"2221"	"\"GARZACO OPERATING, LLC\""	2010-08-01	0
"2222"	"\"GARZACO OPERATING, LLC\""	2010-10-01	0
"2223"	"\"GARZACO OPERATING, LLC\""	2010-12-01	0
"2224"	"\"GARZACO OPERATING, LLC\""	2011-01-01	0
"2225"	"\"GARZACO OPERATING, LLC\""	2014-09-01	0
"2226"	"\"GARZACO OPERATING, LLC\""	2014-10-01	0
"2227"	"\"GARZACO OPERATING, LLC\""	2014-11-01	0
"2228"	"\"GARZACO OPERATING, LLC\""	2014-12-01	0
"2229"	"\"GARZACO OPERATING, LLC\""	2015-01-01	0
"2230"	"\"GARZACO OPERATING, LLC\""	2015-02-01	0
"2231"	"\"GARZACO OPERATING, LLC\""	2015-03-01	0
"2232"	"\"GARZACO OPERATING, LLC\""	2015-04-01	0
"2233"	"\"GARZACO OPERATING, LLC\""	2015-05-01	0
"2234"	"\"GARZACO OPERATING, LLC\""	2015-07-01	0
"2235"	"\"GARZACO OPERATING, LLC\""	2015-08-01	0
"2236"	"\"GULFTEX ENERGY III, LP\""	2015-01-01	6587
"2237"	"\"GULFTEX ENERGY III, LP\""	2015-07-01	7769
"2238"	"\"GULFTEX ENERGY III, LP\""	2015-08-01	6432
"2239"	"\"HALCON OPERATING CO., INC.\""	2015-02-01	2815
"2240"	"\"HALCON OPERATING CO., INC.\""	2015-03-01	2963
"2241"	"\"HALCON OPERATING CO., INC.\""	2015-04-01	2672
"2242"	"\"HALCON OPERATING CO., INC.\""	2015-05-01	2610
"2243"	"\"HALCON OPERATING CO., INC.\""	2015-06-01	4082.66666666667
"2244"	"\"HALCON OPERATING CO., INC.\""	2015-07-01	4045.75
"2245"	"\"HALCON OPERATING CO., INC.\""	2015-08-01	3819.25
"2246"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2006-09-01	1401
"2247"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2006-10-01	300
"2248"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2006-11-01	105
"2249"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2006-12-01	90
"2250"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2007-01-01	27
"2251"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2007-03-01	174
"2252"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2007-04-01	81
"2253"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2007-05-01	3
"2254"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2007-06-01	115
"2255"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2007-07-01	186
"2256"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2007-08-01	12
"2257"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2007-09-01	99
"2258"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2007-10-01	25
"2259"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2008-01-01	29
"2260"	"\"HAWTHORN ENERGY PARTNERS, LLC\""	2008-02-01	5
"2261"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2009-09-01	5398
"2262"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2009-10-01	5891
"2263"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2009-11-01	4217
"2264"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2009-12-01	3207
"2265"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2010-01-01	1516
"2266"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2010-03-01	1974
"2267"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2010-04-01	2340
"2268"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2010-05-01	2269
"2269"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2010-06-01	7672
"2270"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2010-07-01	5600.66666666667
"2271"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2010-08-01	3048.66666666667
"2272"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2010-09-01	882
"2273"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2010-10-01	2604
"2274"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2010-11-01	2145.83333333333
"2275"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2010-12-01	1606.83333333333
"2276"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2011-01-01	1181
"2277"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2011-02-01	1160.75
"2278"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2011-03-01	1470.625
"2279"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2011-04-01	1076
"2280"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2011-05-01	994.75
"2281"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2011-06-01	717.875
"2282"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2011-07-01	577
"2283"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2011-08-01	793.5
"2284"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2011-09-01	565
"2285"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2011-10-01	496.25
"2286"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2011-11-01	1015.25
"2287"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2011-12-01	1346
"2288"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2012-01-01	1576.22222222222
"2289"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2012-02-01	1795.22222222222
"2290"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2012-03-01	2649.33333333333
"2291"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2012-04-01	3271.44444444444
"2292"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2012-05-01	2670.66666666667
"2293"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2012-06-01	1869.875
"2294"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2012-07-01	2080.22222222222
"2295"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2012-08-01	2062.54545454545
"2296"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2012-09-01	1710
"2297"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2012-10-01	2020.18181818182
"2298"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2012-11-01	1792.72727272727
"2299"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2012-12-01	1721.9
"2300"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2013-01-01	1444.18181818182
"2301"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2013-02-01	1318.25
"2302"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2013-03-01	1164.08333333333
"2303"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2013-04-01	1242.66666666667
"2304"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2013-05-01	1539.69230769231
"2305"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2013-06-01	1667.85714285714
"2306"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2013-07-01	1660.14285714286
"2307"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2013-08-01	1479.06666666667
"2308"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2013-09-01	1969.5
"2309"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2013-10-01	1670.63636363636
"2310"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2013-11-01	1382.36363636364
"2311"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2013-12-01	1303.5
"2312"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2014-01-01	1151.83333333333
"2313"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2014-02-01	952.416666666667
"2314"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2014-03-01	928
"2315"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2014-04-01	889.727272727273
"2316"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2014-05-01	900.153846153846
"2317"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2014-06-01	778.583333333333
"2318"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2014-07-01	798.285714285714
"2319"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2014-08-01	738.357142857143
"2320"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2014-09-01	794.8
"2321"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2014-10-01	913.875
"2322"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2014-11-01	699.882352941176
"2323"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2014-12-01	686.117647058824
"2324"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2015-01-01	938.125
"2325"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2015-02-01	516.941176470588
"2326"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2015-03-01	939.176470588235
"2327"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2015-04-01	1088.94444444444
"2328"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2015-05-01	888.944444444444
"2329"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2015-06-01	771.058823529412
"2330"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2015-07-01	637.944444444444
"2331"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2015-08-01	610.666666666667
"2332"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2015-09-01	187
"2333"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2015-10-01	255
"2334"	"\"HUGHES, DAN A. COMPANY, L.P.\""	2015-11-01	293
"2335"	"\"JADELA OIL (US) OPERATING, LLC\""	2013-10-01	26
"2336"	"\"JADELA OIL (US) OPERATING, LLC\""	2013-11-01	18
"2337"	"\"JADELA OIL (US) OPERATING, LLC\""	2013-12-01	33
"2338"	"\"JADELA OIL (US) OPERATING, LLC\""	2014-02-01	65
"2339"	"\"JL RESOURCES, LLC\""	2015-08-01	58
"2340"	"\"JL RESOURCES, LLC\""	2015-10-01	57
"2341"	"\"JL RESOURCES, LLC\""	2015-11-01	2
"2342"	"\"KENILWORTH OIL COMPANY, LTD.\""	2008-08-01	5
"2343"	"\"KENILWORTH OIL COMPANY, LTD.\""	2009-06-01	1
"2344"	"\"KENILWORTH OIL COMPANY, LTD.\""	2009-07-01	2
"2345"	"\"KENILWORTH OIL COMPANY, LTD.\""	2009-08-01	0
"2346"	"\"KENILWORTH OIL COMPANY, LTD.\""	2009-09-01	1
"2347"	"\"KENILWORTH OIL COMPANY, LTD.\""	2009-10-01	1
"2348"	"\"KENILWORTH OIL COMPANY, LTD.\""	2009-11-01	1
"2349"	"\"KENILWORTH OIL COMPANY, LTD.\""	2009-12-01	1
"2350"	"\"KENILWORTH OIL COMPANY, LTD.\""	2010-01-01	1
"2351"	"\"KENILWORTH OIL COMPANY, LTD.\""	2010-02-01	1
"2352"	"\"KENILWORTH OIL COMPANY, LTD.\""	2010-03-01	1
"2353"	"\"KENILWORTH OIL COMPANY, LTD.\""	2010-04-01	1
"2354"	"\"KENILWORTH OIL COMPANY, LTD.\""	2010-05-01	1
"2355"	"\"KENILWORTH OIL COMPANY, LTD.\""	2010-06-01	1
"2356"	"\"KENILWORTH OIL COMPANY, LTD.\""	2010-07-01	1
"2357"	"\"KENILWORTH OIL COMPANY, LTD.\""	2010-08-01	1
"2358"	"\"KENILWORTH OIL COMPANY, LTD.\""	2010-09-01	1
"2359"	"\"KENILWORTH OIL COMPANY, LTD.\""	2010-10-01	1
"2360"	"\"KENILWORTH OIL COMPANY, LTD.\""	2010-11-01	1
"2361"	"\"KENILWORTH OIL COMPANY, LTD.\""	2010-12-01	1
"2362"	"\"KENILWORTH OIL COMPANY, LTD.\""	2011-01-01	1
"2363"	"\"KENILWORTH OIL COMPANY, LTD.\""	2011-02-01	1
"2364"	"\"KENILWORTH OIL COMPANY, LTD.\""	2011-03-01	1
"2365"	"\"KENILWORTH OIL COMPANY, LTD.\""	2011-04-01	0
"2366"	"\"KENILWORTH OIL COMPANY, LTD.\""	2011-07-01	0
"2367"	"\"KENILWORTH OIL COMPANY, LTD.\""	2011-08-01	1
"2368"	"\"KENILWORTH OIL COMPANY, LTD.\""	2011-09-01	2
"2369"	"\"KENILWORTH OIL COMPANY, LTD.\""	2011-10-01	2
"2370"	"\"KENILWORTH OIL COMPANY, LTD.\""	2011-11-01	1
"2371"	"\"KENILWORTH OIL COMPANY, LTD.\""	2011-12-01	2
"2372"	"\"KENILWORTH OIL COMPANY, LTD.\""	2012-01-01	1
"2373"	"\"KENILWORTH OIL COMPANY, LTD.\""	2012-02-01	2
"2374"	"\"KENILWORTH OIL COMPANY, LTD.\""	2012-03-01	2
"2375"	"\"KENILWORTH OIL COMPANY, LTD.\""	2012-04-01	2
"2376"	"\"KENILWORTH OIL COMPANY, LTD.\""	2012-05-01	2
"2377"	"\"KENILWORTH OIL COMPANY, LTD.\""	2012-06-01	3
"2378"	"\"KENILWORTH OIL COMPANY, LTD.\""	2012-07-01	3
"2379"	"\"KENILWORTH OIL COMPANY, LTD.\""	2012-08-01	2
"2380"	"\"KENILWORTH OIL COMPANY, LTD.\""	2012-09-01	2
"2381"	"\"KENILWORTH OIL COMPANY, LTD.\""	2012-10-01	3
"2382"	"\"KENILWORTH OIL COMPANY, LTD.\""	2012-11-01	5
"2383"	"\"KENILWORTH OIL COMPANY, LTD.\""	2012-12-01	3
"2384"	"\"KENILWORTH OIL COMPANY, LTD.\""	2013-01-01	4
"2385"	"\"KENILWORTH OIL COMPANY, LTD.\""	2013-02-01	5
"2386"	"\"KENILWORTH OIL COMPANY, LTD.\""	2013-03-01	4
"2387"	"\"KENILWORTH OIL COMPANY, LTD.\""	2013-04-01	5
"2388"	"\"KENILWORTH OIL COMPANY, LTD.\""	2013-05-01	4
"2389"	"\"KENILWORTH OIL COMPANY, LTD.\""	2013-06-01	2
"2390"	"\"KENILWORTH OIL COMPANY, LTD.\""	2013-07-01	3
"2391"	"\"KENILWORTH OIL COMPANY, LTD.\""	2013-08-01	4
"2392"	"\"KENILWORTH OIL COMPANY, LTD.\""	2013-09-01	3
"2393"	"\"KENILWORTH OIL COMPANY, LTD.\""	2013-10-01	3
"2394"	"\"KENILWORTH OIL COMPANY, LTD.\""	2013-11-01	3
"2395"	"\"KENILWORTH OIL COMPANY, LTD.\""	2013-12-01	4
"2396"	"\"KENILWORTH OIL COMPANY, LTD.\""	2014-01-01	6
"2397"	"\"KENILWORTH OIL COMPANY, LTD.\""	2014-02-01	5
"2398"	"\"KENILWORTH OIL COMPANY, LTD.\""	2014-03-01	6
"2399"	"\"KENILWORTH OIL COMPANY, LTD.\""	2014-04-01	5
"2400"	"\"KENILWORTH OIL COMPANY, LTD.\""	2014-05-01	7
"2401"	"\"KENILWORTH OIL COMPANY, LTD.\""	2014-06-01	7
"2402"	"\"KENILWORTH OIL COMPANY, LTD.\""	2014-07-01	6
"2403"	"\"KENILWORTH OIL COMPANY, LTD.\""	2014-08-01	7
"2404"	"\"KENILWORTH OIL COMPANY, LTD.\""	2014-09-01	6
"2405"	"\"KENILWORTH OIL COMPANY, LTD.\""	2014-10-01	7
"2406"	"\"KENILWORTH OIL COMPANY, LTD.\""	2014-11-01	5
"2407"	"\"KENILWORTH OIL COMPANY, LTD.\""	2014-12-01	6
"2408"	"\"KENILWORTH OIL COMPANY, LTD.\""	2015-01-01	5
"2409"	"\"KENILWORTH OIL COMPANY, LTD.\""	2015-02-01	5
"2410"	"\"KENILWORTH OIL COMPANY, LTD.\""	2015-03-01	6
"2411"	"\"KENILWORTH OIL COMPANY, LTD.\""	2015-04-01	6
"2412"	"\"KENILWORTH OIL COMPANY, LTD.\""	2015-05-01	4
"2413"	"\"KENILWORTH OIL COMPANY, LTD.\""	2015-06-01	6
"2414"	"\"KENILWORTH OIL COMPANY, LTD.\""	2015-07-01	6
"2415"	"\"KENILWORTH OIL COMPANY, LTD.\""	2015-08-01	5
"2416"	"\"KILLAM OIL CO., LTD.\""	2010-09-01	434
"2417"	"\"KILLAM OIL CO., LTD.\""	2010-10-01	2678
"2418"	"\"KILLAM OIL CO., LTD.\""	2010-11-01	4664
"2419"	"\"KILLAM OIL CO., LTD.\""	2010-12-01	3835
"2420"	"\"KILLAM OIL CO., LTD.\""	2011-01-01	2784
"2421"	"\"KILLAM OIL CO., LTD.\""	2011-02-01	3750
"2422"	"\"KILLAM OIL CO., LTD.\""	2011-03-01	2479
"2423"	"\"KILLAM OIL CO., LTD.\""	2011-04-01	1889
"2424"	"\"KILLAM OIL CO., LTD.\""	2011-05-01	1480
"2425"	"\"KILLAM OIL CO., LTD.\""	2011-06-01	1608
"2426"	"\"KILLAM OIL CO., LTD.\""	2011-07-01	1644.66666666667
"2427"	"\"KILLAM OIL CO., LTD.\""	2011-08-01	1403
"2428"	"\"KILLAM OIL CO., LTD.\""	2011-09-01	1043
"2429"	"\"KILLAM OIL CO., LTD.\""	2011-10-01	1095
"2430"	"\"KILLAM OIL CO., LTD.\""	2011-11-01	2948.66666666667
"2431"	"\"KILLAM OIL CO., LTD.\""	2011-12-01	2436.66666666667
"2432"	"\"KILLAM OIL CO., LTD.\""	2012-01-01	2042.33333333333
"2433"	"\"KILLAM OIL CO., LTD.\""	2012-02-01	1662.66666666667
"2434"	"\"KILLAM OIL CO., LTD.\""	2012-03-01	1570.66666666667
"2435"	"\"KILLAM OIL CO., LTD.\""	2012-04-01	1636.33333333333
"2436"	"\"KILLAM OIL CO., LTD.\""	2012-05-01	1560.66666666667
"2437"	"\"KILLAM OIL CO., LTD.\""	2012-06-01	1312
"2438"	"\"KILLAM OIL CO., LTD.\""	2012-07-01	1458.66666666667
"2439"	"\"KILLAM OIL CO., LTD.\""	2012-08-01	1406.66666666667
"2440"	"\"KILLAM OIL CO., LTD.\""	2012-09-01	1224.66666666667
"2441"	"\"KILLAM OIL CO., LTD.\""	2012-10-01	1206.33333333333
"2442"	"\"KILLAM OIL CO., LTD.\""	2012-11-01	1123.66666666667
"2443"	"\"KILLAM OIL CO., LTD.\""	2012-12-01	1014
"2444"	"\"KILLAM OIL CO., LTD.\""	2013-01-01	827.333333333333
"2445"	"\"KILLAM OIL CO., LTD.\""	2013-02-01	839.333333333333
"2446"	"\"KILLAM OIL CO., LTD.\""	2013-03-01	1113
"2447"	"\"KILLAM OIL CO., LTD.\""	2013-04-01	902
"2448"	"\"KILLAM OIL CO., LTD.\""	2013-05-01	587
"2449"	"\"KILLAM OIL CO., LTD.\""	2013-06-01	482.666666666667
"2450"	"\"KILLAM OIL CO., LTD.\""	2013-07-01	686.666666666667
"2451"	"\"KILLAM OIL CO., LTD.\""	2013-08-01	622
"2452"	"\"KILLAM OIL CO., LTD.\""	2013-09-01	520.666666666667
"2453"	"\"KILLAM OIL CO., LTD.\""	2013-10-01	465.666666666667
"2454"	"\"KILLAM OIL CO., LTD.\""	2013-11-01	597.666666666667
"2455"	"\"KILLAM OIL CO., LTD.\""	2013-12-01	535
"2456"	"\"KILLAM OIL CO., LTD.\""	2014-01-01	475.333333333333
"2457"	"\"KILLAM OIL CO., LTD.\""	2014-02-01	380
"2458"	"\"KILLAM OIL CO., LTD.\""	2014-03-01	462.666666666667
"2459"	"\"KILLAM OIL CO., LTD.\""	2014-04-01	373.333333333333
"2460"	"\"KILLAM OIL CO., LTD.\""	2014-05-01	680.333333333333
"2461"	"\"KILLAM OIL CO., LTD.\""	2014-06-01	495.333333333333
"2462"	"\"KILLAM OIL CO., LTD.\""	2014-07-01	468.666666666667
"2463"	"\"KILLAM OIL CO., LTD.\""	2014-08-01	329
"2464"	"\"KILLAM OIL CO., LTD.\""	2014-09-01	421
"2465"	"\"KILLAM OIL CO., LTD.\""	2014-10-01	437.333333333333
"2466"	"\"KILLAM OIL CO., LTD.\""	2014-11-01	290.333333333333
"2467"	"\"KILLAM OIL CO., LTD.\""	2014-12-01	1063
"2468"	"\"KILLAM OIL CO., LTD.\""	2015-01-01	1209
"2469"	"\"KILLAM OIL CO., LTD.\""	2015-02-01	554.666666666667
"2470"	"\"KILLAM OIL CO., LTD.\""	2015-03-01	456.666666666667
"2471"	"\"KILLAM OIL CO., LTD.\""	2015-04-01	315.666666666667
"2472"	"\"KILLAM OIL CO., LTD.\""	2015-05-01	263
"2473"	"\"KILLAM OIL CO., LTD.\""	2015-06-01	271.333333333333
"2474"	"\"KILLAM OIL CO., LTD.\""	2015-07-01	440.333333333333
"2475"	"\"KILLAM OIL CO., LTD.\""	2015-08-01	365.666666666667
"2476"	"\"LAMA ENERGY, L.L.C.\""	2008-11-01	66
"2477"	"\"LAMA ENERGY, L.L.C.\""	2008-12-01	53
"2478"	"\"LAMA ENERGY, L.L.C.\""	2009-01-01	719
"2479"	"\"LAMA ENERGY, L.L.C.\""	2009-02-01	632
"2480"	"\"LAMA ENERGY, L.L.C.\""	2009-03-01	470
"2481"	"\"LAMA ENERGY, L.L.C.\""	2009-04-01	316
"2482"	"\"LAMA ENERGY, L.L.C.\""	2009-05-01	278
"2483"	"\"LAMA ENERGY, L.L.C.\""	2009-06-01	222
"2484"	"\"LAMA ENERGY, L.L.C.\""	2009-07-01	202
"2485"	"\"LAMA ENERGY, L.L.C.\""	2009-08-01	161
"2486"	"\"LAMA ENERGY, L.L.C.\""	2009-09-01	146
"2487"	"\"LAMA ENERGY, L.L.C.\""	2009-10-01	99
"2488"	"\"LAMA ENERGY, L.L.C.\""	2009-11-01	93
"2489"	"\"LAMA ENERGY, L.L.C.\""	2009-12-01	89
"2490"	"\"LAMA ENERGY, L.L.C.\""	2010-01-01	107
"2491"	"\"LAMA ENERGY, L.L.C.\""	2010-02-01	107
"2492"	"\"LAMA ENERGY, L.L.C.\""	2010-03-01	118
"2493"	"\"LAMA ENERGY, L.L.C.\""	2010-04-01	93
"2494"	"\"LAMA ENERGY, L.L.C.\""	2010-05-01	101
